X,Y,OBJECTID,EoICode,StationNam,Longitude,Latitude,Altitude,StationTyp,StationAre,avg15
4.4247004508375,50.3775921033038,212,BETR511,45R511 - MARCINELLE,4.4247,50.377592,157,background,suburban,11.799868
3.72929817179046,51.0583317176733,213,BETR701,44R701 - GENT,3.729298,51.058332,5,background,urban,14.327172
3.77526239030724,51.0612776993642,214,BETR710,44R710 - DESTELBERGE,3.775262,51.061278,6,background,suburban,14.449595
4.43182104665007,51.2096625320389,215,BETR801,42R801 - BORGERHOUT,4.431821,51.209663,6,background,urban,14.569196
4.4913620277736,51.2521034131353,216,BETR811,42R811 - SCHOTEN,4.491362,51.252103,8,background,suburban,14.176761
4.38010354543826,51.0920000387417,217,BETR834,42R834 - Boom,4.380104,51.092,0,background,suburban,13.806131
33.0177579308698,34.6816325038602,218,CY0005A,LIMASSOL RESIDENTIAL,33.017758,34.681633,22,background,urban,17.802967
33.3316292902428,35.1269753281135,219,CY0006A,NICOSIA RESIDENTIAL,33.331629,35.126975,208,background,urban,16.875843
33.6158562470366,34.9136300613447,220,CY0007A,LARNAKA RESIDENTIAL,33.615856,34.91363,17,background,urban,20.32358
32.4386140662996,34.7794534996053,221,CY0008A,PAFOS RESIDENTIAL,32.438614,34.779453,103,background,suburban,15.403012
14.445933341416,50.0073051457251,222,CZ0ALIB,Praha 4-Libus,14.445933,50.007305,301,background,suburban,15.720217
14.4426918021543,50.0814819348123,223,CZ0ARIE,Praha 2-Riegrovy sady,14.442692,50.081482,256,background,urban,15.57881
14.3314132694218,50.0461311351932,224,CZ0ASTO,Praha 5-Stodulky,14.331413,50.046131,309,background,urban,15.313738
16.6962165839543,49.1489715587889,225,CZ0BBNY,Brno-Turany,16.696217,49.148972,241,background,suburban,17.68138
16.0601272585773,48.8429565439824,226,CZ0BZNO,Znojmo,16.060127,48.842957,225,background,suburban,16.817191
14.4656839375095,48.9843864447927,227,CZ0CCBD,Ceske Budejovice,14.465684,48.984386,383,background,urban,14.266245
15.7635488511059,50.0240364084919,228,CZ0EPAU,Pardubice Dukla,15.763549,50.024036,239,background,urban,18.682784
15.6102457046543,49.4015960704378,229,CZ0JJIH,Jihlava,15.610246,49.401596,502,background,urban,16.489249
12.6728181843717,50.1728248612264,230,CZ0KSOM,Sokolov,12.672818,50.172825,476,background,suburban,13.479739
17.2380733492894,49.6014633184967,231,CZ0MOLJ,Olomouc-Hejcin,17.238073,49.601463,224,background,urban,23.921083
13.3755397800469,49.7283935553529,232,CZ0PPLB,Plzen-Bory,13.37554,49.728394,346,background,urban,18.435565
13.3682212826823,49.7701263438372,233,CZ0PPLL,Plzen-Lochotin,13.368221,49.770126,360,background,urban,16.653832
14.1017837524536,50.1438598646307,234,CZ0SKLM,Kladno-stred mesta,14.101784,50.14386,303,background,urban,12.296574
